,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
39656|NCOR1,0.820326536128675,Homo sapiens,NCOR1,cr,LS180,Epithelium,Colon,1,NCOR1
4402|MEIS1,0.820952585019845,Homo sapiens,MEIS1,tf,None,Haematopoietic Progenitor Cell,Cord blood,1,MEIS1
65106|ZNF384,0.822042540362888,Homo sapiens,ZNF384,tf,HEK293,Epithelium,Embryonic Kidney,1,ZNF384
63111|HNRNPLL,0.823537920627069,Homo sapiens,HNRNPLL,,HepG2,Epithelium,Liver,1,HNRNPLL
77127|ZNF429,0.824537715538193,Homo sapiens,ZNF429,other,293T,None,None,1,ZNF429
45389|WHSC1,0.825535018527241,Homo sapiens,WHSC1,cr,K562,Erythroblast,Bone Marrow,1,WHSC1
77129|ZNF417,0.827215908232803,Homo sapiens,ZNF417,tf,293T,None,None,1,ZNF417
51108|HSF1,0.827415439036949,Homo sapiens,HSF1,tf,HCT-116,None,Colon,1,HSF1
77193|HKR1,0.827979195121257,Homo sapiens,HKR1,tf,293T,None,None,1,HKR1
65163|ZNF667,0.830847890975588,Homo sapiens,ZNF667,,HEK293,Epithelium,Embryonic Kidney,1,ZNF667
74485|PROX1,0.831000926396947,Homo sapiens,PROX1,tf,None,Endothelial Cell,Umbilical Vein,1,PROX1
38687|TFAP2A,0.83124477153051,Homo sapiens,TFAP2A,predicted transcription factor,LoVo,None,Colon,1,TFAP2A
63598|GFI1B,0.833956758218357,Homo sapiens,GFI1B,predicted transcription factor,HEK293,Epithelium,Embryonic Kidney,1,GFI1B
65184|ZNF85,0.837717123028177,Homo sapiens,ZNF85,,HEK293,Epithelium,Embryonic Kidney,1,ZNF85
59007|LYL1,0.839184786666356,Homo sapiens,LYL1,predicted transcription factor,THP-1,Monocyte,Blood,1,LYL1
38802|MEF2D,0.840047227712392,Homo sapiens,MEF2D,tf,LoVo,None,Colon,0,MEF2D
2281|E2F1,0.8417290319572,Homo sapiens,E2F1,tf,MCF-7,Epithelium,Breast,0,E2F1
38750|ZNF407,0.843460763522513,Homo sapiens,ZNF407,tf,LoVo,None,Colon,1,ZNF407
43302|SMAD2,0.84577338559947,Homo sapiens,SMAD2,predicted transcription factor,WA09,Embryonic Stem Cell,Embryo,1,SMAD2
42801|STAT6,0.846552813328104,Homo sapiens,STAT6,tf,LoVo,None,Colon,0,STAT6
56844|KRAB,0.848023189262797,Homo sapiens,KRAB,other,K562,Erythroblast,Bone Marrow,1,KRAB
70104|DROSHA,0.848651524546067,Homo sapiens,DROSHA,,HeLa,Epithelium,Cervix,1,DROSHA
53165|ALKBH3,0.849153321040256,Homo sapiens,ALKBH3,other,PC-3,Epithelium,Prostate,1,ALKBH3
8554|PCGF5,0.849660014082924,Homo sapiens,PCGF5,predicted chromatin regulator,HEK293T,Epithelium,Embryonic Kidney,0,PCGF5
2655|PAX3,0.84984701075471,Homo sapiens,PAX3,tf,Rh4,None,Muscle,1,PAX3
38800|RORA,0.851136529112175,Homo sapiens,RORA,tf,LoVo,None,Colon,0,RORA
49638|PRKDC,0.851785970016143,Homo sapiens,PRKDC,other,MCF-7,Epithelium,Breast,0,PRKDC
49027|ERCC6,0.852640351584446,Homo sapiens,ERCC6,predicted chromatin regulator,None,Fibroblast,Skin,1,ERCC6
37055|FLI1,0.852700648702079,Homo sapiens,FLI1,tf,NB4,Promyelocytic cell,Blood,1,FLI1
77106|ZNF492,0.852892388111051,Homo sapiens,ZNF492,tf,293T,None,None,0,ZNF492
65088|ZNF41,0.853748642002471,Homo sapiens,ZNF41,,HEK293,Epithelium,Embryonic Kidney,1,ZNF41
75838|MYOG,0.854354277933978,Homo sapiens,MYOG,tf,Rh4,rhabdomyosarcoma,None,1,MYOG
38864|RXRA,0.854941259993593,Homo sapiens,RXRA,tf,LoVo,None,Colon,1,RXRA
77269|ZNF410,0.855180231535623,Homo sapiens,ZNF410,tf,K562,Erythroblast,Bone Marrow,1,ZNF410
41817|EZH2,0.856015714665094,Homo sapiens,EZH2,cr,None,iPSC,None,1,EZH2
39657|NCOR2,0.856102423236538,Homo sapiens,NCOR2,cr,LS180,Epithelium,Colon,0,NCOR2
37088|MEF2C,0.857089622422304,Homo sapiens,MEF2C,predicted transcription factor,None,Endothelial Cell,Umbilical Vein,0,MEF2C
48332|SNAI2,0.858534631161137,Homo sapiens,SNAI2,tf,None,Keratinocyte,None,1,SNAI2
76550|POLB,0.858649028738291,Homo sapiens,POLB,other,MCF-7,MCF 7 Cells,None,1,POLB
71839|ERG,0.859358372156234,Homo sapiens,ERG,other,VCaP,Epithelium,Prostate,1,ERG
42759|ELF2,0.862543276023243,Homo sapiens,ELF2,tf,LoVo,None,Colon,0,ELF2
65167|ZBTB12,0.865254941991494,Homo sapiens,ZBTB12,,HEK293,Epithelium,Embryonic Kidney,1,ZBTB12
5924|ETV4,0.865323377258373,Homo sapiens,ETV4,tf,PC-3,Epithelium,Prostate,1,ETV4
51532|PAX6,0.867389524847912,Homo sapiens,PAX6,tf,HUES64,Embryonic Stem Cell,Embryo,1,PAX6
38664|ESRRA,0.868317576082085,Homo sapiens,ESRRA,tf,LoVo,None,Colon,0,ESRRA
51560|SMAD1,0.868931571344708,Homo sapiens,SMAD1,predicted transcription factor,HUES64,Embryonic Stem Cell,Embryo,1,SMAD1
56997|DACOR1,0.869091380177358,Homo sapiens,DACOR1,other,None,None,Colon,1,DACOR1
56565|CDK9,0.869895471601107,Homo sapiens,CDK9,tf,HuCCT1,None,None,1,CDK9
73953|ZNF354A,0.870523042333213,Homo sapiens,ZNF354A,,293T,None,None,1,ZNF354A
38792|MEIS3,0.870809376723395,Homo sapiens,MEIS3,tf,LoVo,None,Colon,0,MEIS3
33466|ELF5,0.870853210847679,Homo sapiens,ELF5,tf,T47D,Epithelium,Mammary Gland,0,ELF5
64714|ZNF800,0.871672190903784,Homo sapiens,ZNF800,,HEK293,Epithelium,Embryonic Kidney,1,ZNF800
38661|CAMTA2,0.871978785051785,Homo sapiens,CAMTA2,tf,LoVo,None,Colon,1,CAMTA2
55725|SUMO2,0.872475039367312,Homo sapiens,SUMO2,other,VCaP,Epithelium,Prostate,1,SUMO2
5550|CREB1,0.874337207181257,Homo sapiens,CREB1,tf,H3396,Epithelium,Mammary Gland,1,CREB1
65207|MZF1,0.874579035920101,Homo sapiens,MZF1,tf,HEK293,Epithelium,Embryonic Kidney,1,MZF1
76971|LRWD1,0.874703503532013,Homo sapiens,LRWD1,cr,U2OS,Osteosarcoma cell,None,1,LRWD1
77060|ZNF684,0.875814088943936,Homo sapiens,ZNF684,tf,293T,None,None,1,ZNF684
65131|ZNF350,0.878553826764706,Homo sapiens,ZNF350,,HEK293,Epithelium,Embryonic Kidney,1,ZNF350
76470|MBD3L2,0.878568139649417,Homo sapiens,MBD3L2,other,None,None,None,0,MBD3L2
56433|TOP2B,0.878785808000117,Homo sapiens,TOP2B,predicted chromatin regulator,MCF-7,Epithelium,Breast,0,TOP2B
77111|ZNF480,0.878793869513131,Homo sapiens,ZNF480,tf,293T,None,None,1,ZNF480
65158|ZNF394,0.878826958010894,Homo sapiens,ZNF394,,HEK293,Epithelium,Embryonic Kidney,0,ZNF394
50402|CREBBP,0.878980684198148,Homo sapiens,CREBBP,cr,hMADS-3,Adipocyte,Adipose,0,CREBBP
74411|CTRL,0.879137466821765,Homo sapiens,CTRL,other,LNCaP,Epithelium,Prostate,1,CTRL
77161|ZNF211,0.879821485664129,Homo sapiens,ZNF211,tf,293T,None,None,1,ZNF211
62696|ZNF207,0.880588552341851,Homo sapiens,ZNF207,,MCF-7,Epithelium,Breast,1,ZNF207
77088|ZNF564,0.880610989780169,Homo sapiens,ZNF564,tf,293T,None,None,1,ZNF564
35290|BRDU,0.88163052037453,Homo sapiens,BRDU,other,HeLa-S3,Epithelium,Cervix,1,BRDU
1881|SNAPC2,0.8821257670207,Homo sapiens,SNAPC2,not sure,IMR90,Fibroblast,Lung,0,SNAPC2
41807|JARID2,0.882307145608314,Homo sapiens,JARID2,cr,Edom-iPS-2,iPSC,None,1,JARID2
76847|EBF3,0.882727241564135,Homo sapiens,EBF3,tf,SK-N-SH,Neuroblastoma cell,Brain,1,EBF3
73298|LARP7,0.882804126789555,Homo sapiens,LARP7,predicted transcription factor,HeLa,None,None,1,LARP7
1221|GLYR1,0.883090116478583,Homo sapiens,GLYR1,cr,HeLa,Epithelium,Cervix,1,GLYR1
77026|ZNF81,0.88321276126177,Homo sapiens,ZNF81,tf,293T,None,None,1,ZNF81
77135|ZNF337,0.883219423201463,Homo sapiens,ZNF337,tf,293T,None,None,1,ZNF337
1358|STAT1,0.883315373415334,Homo sapiens,STAT1,tf,HeLa-S3,Epithelium,Cervix,0,STAT1
73954|ZNF33A,0.883462294340096,Homo sapiens,ZNF33A,,293T,None,None,1,ZNF33A
77187|ZIK1,0.883693373705596,Homo sapiens,ZIK1,tf,293T,None,None,1,ZIK1
77265|ZNF75A,0.883761031085894,Homo sapiens,ZNF75A,tf,K562,Erythroblast,Bone Marrow,0,ZNF75A
5373|RUNX2,0.883813044461957,Homo sapiens,RUNX2,tf,C4-2B,Epithelium,Prostate,1,RUNX2
76475|CCNT1,0.884175462175408,Homo sapiens,CCNT1,tf,C4-2,None,Prostate,0,CCNT1
53653|CTNNB1,0.884225918593747,Homo sapiens,CTNNB1,tf,None,Embryonic Stem Cell,None,1,CTNNB1
32849|HOTAIR,0.885828298107297,Homo sapiens,HOTAIR,other,MDA-231,Epithelium,Mammary Gland,1,HOTAIR
64947|TRIM24,0.886016289297353,Homo sapiens,TRIM24,both predicted transcription factor and chromatin regulator,K562,Erythroblast,Bone Marrow,1,TRIM24
38728|CASZ1,0.886128579950696,Homo sapiens,CASZ1,tf,LoVo,None,Colon,0,CASZ1
72609|HEXIM1,0.886349098949299,Homo sapiens,HEXIM1,other,A375,Melanoma Cell,None,0,HEXIM1
57671|CBX2,0.886590897643844,Homo sapiens,CBX2,cr,K562,Erythroblast,Bone Marrow,1,CBX2
64871|ZBTB49,0.886915861251031,Homo sapiens,ZBTB49,,HEK293,Epithelium,Embryonic Kidney,1,ZBTB49
42753|BCL6,0.88734248747709,Homo sapiens,BCL6,predicted transcription factor,LoVo,None,Colon,0,BCL6
77124|ZNF432,0.887657860737747,Homo sapiens,ZNF432,tf,293T,None,None,1,ZNF432
38702|HES1,0.888085652608671,Homo sapiens,HES1,tf,LoVo,None,Colon,1,HES1
55549|BACH2,0.888160188608205,Homo sapiens,BACH2,tf,None,B Lymphocyte,None,1,BACH2
65217|ZNF502,0.889280100142672,Homo sapiens,ZNF502,,HEK293,Epithelium,Embryonic Kidney,0,ZNF502
77154|ZNF254,0.890073981974629,Homo sapiens,ZNF254,tf,293T,None,None,1,ZNF254
38837|MSX2,0.890073982077021,Homo sapiens,MSX2,tf,LoVo,None,Colon,0,MSX2
63212|MTA2,0.891079306769667,Homo sapiens,MTA2,tf,GM12878,B Lymphocyte,Blood,1,MTA2
77101|ZNF527,0.891210126417302,Homo sapiens,ZNF527,tf,293T,None,None,0,ZNF527
43095|CDK8,0.891521259048942,Homo sapiens,CDK8,tf,MM1.S,B Lymphocyte,Blood,1,CDK8
77047|ZNF75D,0.891978804362149,Homo sapiens,ZNF75D,tf,293T,None,None,1,ZNF75D
38722|DLX4,0.892030291561236,Homo sapiens,DLX4,tf,LoVo,None,Colon,0,DLX4
5563|CARM1,0.892078058873203,Homo sapiens,CARM1,cr,H3396,Epithelium,Mammary Gland,0,CARM1
45889|BDP1,0.89218003659179,Homo sapiens,BDP1,tf,K562,Erythroblast,Bone Marrow,1,BDP1
50993|MLLT3,0.892197932078134,Homo sapiens,MLLT3,not sure,None,Hematopoietic stem and progenitor cell,Cord blood,0,MLLT3
65136|ZNF184,0.89227947299463,Homo sapiens,ZNF184,,HEK293,Epithelium,Embryonic Kidney,0,ZNF184
74427|ZSCAN5A,0.892393151066476,Homo sapiens,ZSCAN5A,,BeWo,None,None,0,ZSCAN5A
65201|ZNF30,0.892482866780453,Homo sapiens,ZNF30,,HEK293,Epithelium,Embryonic Kidney,1,ZNF30
77099|ZNF530,0.892751077717009,Homo sapiens,ZNF530,tf,293T,None,None,1,ZNF530
38844|NFKB2,0.89320355179804,Homo sapiens,NFKB2,tf,LoVo,None,Colon,0,NFKB2
76837|GCSAM,0.893236851692243,Homo sapiens,GCSAM,other,HeLa,Epithelium,Cervix,1,GCSAM
77121|ZNF440,0.893319554937809,Homo sapiens,ZNF440,tf,293T,None,None,1,ZNF440
63132|PBX2,0.89375832550767,Homo sapiens,PBX2,tf,K562,Erythroblast,Bone Marrow,1,PBX2
77180|ZNF100,0.893830525685173,Homo sapiens,ZNF100,other,293T,None,None,1,ZNF100
38668|PATZ1,0.89391453238392,Homo sapiens,PATZ1,tf,LoVo,None,Colon,0,PATZ1
47085|EPAS1,0.894227269903288,Homo sapiens,EPAS1,tf,None,Macrophage,None,0,EPAS1
62880|SMARCE1,0.89482426583456,Homo sapiens,SMARCE1,,K562,Erythroblast,Bone Marrow,1,SMARCE1
38787|TBX3,0.894887754437144,Homo sapiens,TBX3,tf,LoVo,None,Colon,0,TBX3
38675|ZZZ3,0.894897191351283,Homo sapiens,ZZZ3,predicted transcription factor,LoVo,None,Colon,0,ZZZ3
77053|ZNF730,0.895133327301592,Homo sapiens,ZNF730,other,293T,None,None,1,ZNF730
68780|TOP1,0.896337322629931,Homo sapiens,TOP1,not sure,HCT-116,Colon cancer cell,Colon,1,TOP1
64950|SNRNP70,0.896394552528761,Homo sapiens,SNRNP70,,HepG2,Epithelium,Liver,0,SNRNP70
48181|EBF1,0.896693396592645,Homo sapiens,EBF1,tf,None,Adipocyte,Adipose,0,EBF1
64875|IRF9,0.896822876914125,Homo sapiens,IRF9,tf,K562,Erythroblast,Bone Marrow,1,IRF9
49616|RARA,0.897223484251828,Homo sapiens,RARA,tf,MCF-7,Epithelium,Breast,1,RARA
68233|POU2F1,0.897612763063071,Homo sapiens,POU2F1,tf,VCaP,Epithelium,Prostate,1,POU2F1
65194|ZNF331,0.898110412747552,Homo sapiens,ZNF331,,HEK293,Epithelium,Embryonic Kidney,1,ZNF331
38841|CREB3,0.898264160888094,Homo sapiens,CREB3,tf,LoVo,None,Colon,1,CREB3
65113|ZNF140,0.898479228966673,Homo sapiens,ZNF140,,HEK293,Epithelium,Embryonic Kidney,1,ZNF140
65099|ZFP42,0.899020717180629,Homo sapiens,ZFP42,tf,HEK293,Epithelium,Embryonic Kidney,0,ZFP42
54631|NCAPG2,0.89914457202326,Homo sapiens,NCAPG2,predicted chromatin regulator,MCF-7,Epithelium,Breast,1,NCAPG2
77363|ZNF516,0.89969080691973,Homo sapiens,ZNF516,tf,MCF-7,None,Breast,1,ZNF516
53636|STAT5B,0.900228653353378,Homo sapiens,STAT5B,tf,None,T Lymphocyte,Blood,0,STAT5B
38639|LEF1,0.900233576179201,Homo sapiens,LEF1,tf,LoVo,None,Colon,0,LEF1
42732|KMT2B,0.900661631674044,Homo sapiens,KMT2B,cr,LoVo,None,Colon,0,KMT2B
36238|TTF2,0.901383278338618,Homo sapiens,TTF2,tf,HeLa,Epithelium,Cervix,0,TTF2
35485|TCF7L1,0.902104639505395,Homo sapiens,TCF7L1,tf,CCRF-CEM,T Lymphocyte,Blood,0,TCF7L1
64828|ZEB1,0.902149821375605,Homo sapiens,ZEB1,tf,HEK293,Epithelium,Embryonic Kidney,1,ZEB1
58061|ZNF165,0.902328731360415,Homo sapiens,ZNF165,tf,WHIM12,Epithelium,Breast,0,ZNF165
49544|BRD2,0.902486826181431,Homo sapiens,BRD2,predicted chromatin regulator,H9,Embryonic Stem Cell,Embryo,0,BRD2
77084|ZNF570,0.902621346854694,Homo sapiens,ZNF570,tf,293T,None,None,1,ZNF570
73936|ZNF641,0.903081875345575,Homo sapiens,ZNF641,,293T,None,None,0,ZNF641
62960|H3F3A,0.903520203995348,Homo sapiens,H3F3A,,MCF-7,Epithelium,Breast,1,H3F3A
76942|SRPK2,0.903856985807826,Homo sapiens,SRPK2,other,MCF-10A,Epithelium,None,1,SRPK2
73964|ZNF264,0.903865731993379,Homo sapiens,ZNF264,,293T,None,None,0,ZNF264
64174|ZNF580,0.903908962389489,Homo sapiens,ZNF580,,HEK293,Epithelium,Embryonic Kidney,1,ZNF580
76966|CNOT3,0.904110236043865,Homo sapiens,CNOT3,tf,None,None,Snap-frozen tissue,0,CNOT3
38656|MSX1,0.904394551756964,Homo sapiens,MSX1,tf,LoVo,None,Colon,0,MSX1
58467|ARID2,0.904407109455241,Homo sapiens,ARID2,predicted transcription factor,HepG2,Epithelium,Liver,0,ARID2
77123|ZNF433,0.904457837556868,Homo sapiens,ZNF433,tf,293T,None,None,1,ZNF433
35874|BRD3,0.907017734631251,Homo sapiens,BRD3,predicted chromatin regulator,HEK293,Epithelium,Embryonic Kidney,1,BRD3
62587|MCM7,0.907465401174882,Homo sapiens,MCM7,,K562,Erythroblast,Bone Marrow,1,MCM7
38081|SSRP1,0.907811653819598,Homo sapiens,SSRP1,cr,HT1080,None,Connective Tissue,1,SSRP1
55293|WWTR1,0.907984228950904,Homo sapiens,WWTR1,other,MDA-MB-231,Epithelium,Breast,1,WWTR1
42887|ZNF280D,0.908016321103762,Homo sapiens,ZNF280D,predicted transcription factor,LoVo,None,Colon,0,ZNF280D
73981|PRDM9,0.90822184299674,Homo sapiens,PRDM9,predicted transcription factor,293T,None,None,0,PRDM9
76667|PAX8,0.90826192068713,Homo sapiens,PAX8,tf,FT194,None,Fallopian tube secretory,0,PAX8
77233|FOXR2,0.908429166111338,Homo sapiens,FOXR2,tf,MDA-MB-468,None,Breast,0,FOXR2
38709|GLIS3,0.908504199574491,Homo sapiens,GLIS3,tf,LoVo,None,Colon,0,GLIS3
68020|KDM2B,0.909075252875155,Homo sapiens,KDM2B,cr,K562,Leukemia Cell,None,1,KDM2B
42796|PBX1,0.909557346046263,Homo sapiens,PBX1,tf,LoVo,None,Colon,0,PBX1
76941|SRPK1,0.909738422302276,Homo sapiens,SRPK1,other,MCF-10A,Epithelium,None,1,SRPK1
77125|ZNF431,0.91034394674564,Homo sapiens,ZNF431,tf,293T,None,None,0,ZNF431
77191|ZFP14,0.910760418914208,Homo sapiens,ZFP14,tf,293T,None,None,1,ZFP14
38680|JDP2,0.910808229098726,Homo sapiens,JDP2,tf,LoVo,None,Colon,0,JDP2
65107|ZNF418,0.911082252046515,Homo sapiens,ZNF418,,HEK293,Epithelium,Embryonic Kidney,1,ZNF418
77144|ZNF287,0.911498026401569,Homo sapiens,ZNF287,tf,293T,None,None,1,ZNF287
73975|ZNF12,0.911531779407658,Homo sapiens,ZNF12,predicted transcription factor,293T,None,None,1,ZNF12
8814|KDM5B,0.911748560158021,Homo sapiens,KDM5B,cr,H1,Embryonic Stem Cell,Embryo,0,KDM5B
38641|ATF5,0.91189726943597,Homo sapiens,ATF5,tf,LoVo,None,Colon,0,ATF5
38849|MEIS2,0.911948025362865,Homo sapiens,MEIS2,tf,LoVo,None,Colon,0,MEIS2
38803|XBP1,0.911968323311707,Homo sapiens,XBP1,tf,LoVo,None,Colon,0,XBP1
63225|HNF4G,0.9124656914167,Homo sapiens,HNF4G,predicted transcription factor,None,None,Liver,1,HNF4G
37389|TCF12,0.912964449873821,Homo sapiens,TCF12,tf,Jurkat E6-1,T Lymphocyte,Blood,1,TCF12
8396|NR1H2,0.913152424655765,Homo sapiens,NR1H2,tf,THP-1,Monocyte,Blood,0,NR1H2
57112|EPO,0.913157536173253,Homo sapiens,EPO,not sure,RL95-2,None,Uterus,1,EPO
77031|ZNF799,0.91351368638109,Homo sapiens,ZNF799,tf,293T,None,None,1,ZNF799
5777|E2F7,0.913726095242184,Homo sapiens,E2F7,tf,HeLa,Epithelium,Cervix,0,E2F7
38865|E2F2,0.913801940046173,Homo sapiens,E2F2,tf,LoVo,None,Colon,1,E2F2
55660|NR0B2,0.913859138350862,Homo sapiens,NR0B2,tf,HCT-116,None,Colon,1,NR0B2
36352|PAF1,0.913946483900907,Homo sapiens,PAF1,not sure,A549,Epithelium,Lung,1,PAF1
55642|AFF4,0.914328941200339,Homo sapiens,AFF4,tf,HCT-116,None,Colon,1,AFF4
77126|ZNF430,0.914840800638619,Homo sapiens,ZNF430,tf,293T,None,None,1,ZNF430
57945|SOX15,0.915112173853461,Homo sapiens,SOX15,tf,CP-A,Epithelium,Esophagus,0,SOX15
73723|STAT5A,0.915237972281385,Homo sapiens,STAT5A,tf,None,T Lymphocyte,None,1,STAT5A
41726|TFAM,0.915546917468364,Homo sapiens,TFAM,tf,HeLa,Epithelium,Cervix,0,TFAM
74214|SUZ12,0.915751899958921,Homo sapiens,SUZ12,cr,SF8628,None,Pontine,1,SUZ12
38714|E2F4,0.916550447452321,Homo sapiens,E2F4,tf,LoVo,None,Colon,0,E2F4
65121|ZBTB26,0.916560016437341,Homo sapiens,ZBTB26,,HEK293,Epithelium,Embryonic Kidney,1,ZBTB26
33850|SF1,0.916883279993513,Homo sapiens,SF1,not sure,H295R,Epithelium,Adrenal Gland,1,SF1
55541|RAG1,0.917167013604937,Homo sapiens,RAG1,cr,Ramos,Thymocyte,None,1,RAG1
49421|RB1,0.917250707247623,Homo sapiens,RB1,tf,IMR90,Fibroblast,Lung,0,RB1
58463|ARID1A,0.917279189585729,Homo sapiens,ARID1A,predicted transcription factor,HepG2,Epithelium,Liver,0,ARID1A
65066|ZSCAN29,0.917325130864684,Homo sapiens,ZSCAN29,,HEK293,Epithelium,Embryonic Kidney,1,ZSCAN29
77086|ZNF566,0.917637975501127,Homo sapiens,ZNF566,tf,293T,None,None,1,ZNF566
42849|FOXO4,0.917868785005164,Homo sapiens,FOXO4,tf,LoVo,None,Colon,0,FOXO4
77074|ZNF616,0.917951684693675,Homo sapiens,ZNF616,tf,293T,None,None,1,ZNF616
73931|ZNF707,0.91797756363652,Homo sapiens,ZNF707,,293T,None,None,1,ZNF707
73944|ZNF528,0.918106580275055,Homo sapiens,ZNF528,,293T,None,None,1,ZNF528
42694|MSC,0.918141040429282,Homo sapiens,MSC,tf,LoVo,None,Colon,0,MSC
77139|ZNF311,0.918164927897902,Homo sapiens,ZNF311,other,293T,None,None,1,ZNF311
38767|MAX,0.918189257891933,Homo sapiens,MAX,tf,LoVo,None,Colon,0,MAX
42858|NKX2-3,0.918189257891933,Homo sapiens,NKX2-3,tf,LoVo,None,Colon,0,NKX2-3
42648|CAMTA1,0.918189257891933,Homo sapiens,CAMTA1,tf,LoVo,None,Colon,0,CAMTA1
42764|HOXB8,0.918189711496291,Homo sapiens,HOXB8,tf,LoVo,None,Colon,0,HOXB8
42851|HOXC11,0.918189711496291,Homo sapiens,HOXC11,tf,LoVo,None,Colon,0,HOXC11
42769|JAZF1,0.918189711496291,Homo sapiens,JAZF1,not sure,LoVo,None,Colon,0,JAZF1
38769|TFEB,0.918189711496291,Homo sapiens,TFEB,tf,LoVo,None,Colon,0,TFEB
8778|HDAC6,0.91828174148023,Homo sapiens,HDAC6,cr,K562,Erythroblast,Bone Marrow,1,HDAC6
63187|SIX4,0.918308520676304,Homo sapiens,SIX4,tf,MCF-7,Epithelium,Breast,1,SIX4
42826|FOXC1,0.918329733801466,Homo sapiens,FOXC1,tf,LoVo,None,Colon,0,FOXC1
42809|ARNTL2,0.918329733801466,Homo sapiens,ARNTL2,tf,LoVo,None,Colon,0,ARNTL2
42816|CDC5L,0.918329733801466,Homo sapiens,CDC5L,not sure,LoVo,None,Colon,0,CDC5L
76414|PMEL,0.918329733801466,Homo sapiens,PMEL,other,None,None,None,0,PMEL
55219|598-SKD,0.918614044442279,Homo sapiens,598-SKD,other,HeLa,Epithelium,Cervix,1,598-SKD
42822|DRAP1,0.91866395817351,Homo sapiens,DRAP1,tf,LoVo,None,Colon,0,DRAP1
42879|ZBTB39,0.91866395817351,Homo sapiens,ZBTB39,tf,LoVo,None,Colon,0,ZBTB39
74677|ZMYM3,0.918671116381055,Homo sapiens,ZMYM3,,HepG2,Epithelium,Liver,1,ZMYM3
77025|ZNF823,0.91882570229492,Homo sapiens,ZNF823,tf,293T,None,None,1,ZNF823
42803|UBP1,0.918841747738122,Homo sapiens,UBP1,tf,LoVo,None,Colon,0,UBP1
70227|DNMT3B,0.919487622087385,Homo sapiens,DNMT3B,cr,None,Stem cell,Foreskin,0,DNMT3B
74383|IL1B,0.919490308320937,Homo sapiens,IL1B,other,MCF-7,None,Breast,0,IL1B
77097|ZNF540,0.91964428614581,Homo sapiens,ZNF540,tf,293T,None,None,1,ZNF540
65196|ZNF586,0.919794433492541,Homo sapiens,ZNF586,,HEK293,Epithelium,Embryonic Kidney,1,ZNF586
77056|ZNF705G,0.919804956332744,Homo sapiens,ZNF705G,other,293T,None,None,0,ZNF705G
65150|SNAI1,0.919884921219371,Homo sapiens,SNAI1,tf,HEK293,Epithelium,Embryonic Kidney,0,SNAI1
38840|ALX4,0.919899422570616,Homo sapiens,ALX4,tf,LoVo,None,Colon,0,ALX4
42841|MEOX2,0.919904102692229,Homo sapiens,MEOX2,tf,LoVo,None,Colon,0,MEOX2
42815|BRCA1,0.919904102692229,Homo sapiens,BRCA1,predicted chromatin regulator,LoVo,None,Colon,0,BRCA1
42824|ELF4,0.919904102692229,Homo sapiens,ELF4,tf,LoVo,None,Colon,0,ELF4
42835|HOXD1,0.919904102692229,Homo sapiens,HOXD1,tf,LoVo,None,Colon,0,HOXD1
38776|TFDP2,0.919904532596964,Homo sapiens,TFDP2,tf,LoVo,None,Colon,0,TFDP2
40319|SIRT3,0.919904915617256,Homo sapiens,SIRT3,cr,U2OS,None,Bone,0,SIRT3
42818|CREBL2,0.919942710345286,Homo sapiens,CREBL2,tf,LoVo,None,Colon,0,CREBL2
49198|F2RL1,0.919942710345286,Homo sapiens,F2RL1,not sure,HEK293,Epithelium,Embryonic Kidney,0,F2RL1
42842|MXI1,0.919942710345286,Homo sapiens,MXI1,tf,LoVo,None,Colon,0,MXI1
42740|NR2E3,0.919942710345286,Homo sapiens,NR2E3,tf,LoVo,None,Colon,0,NR2E3
38810|NFATC4,0.919943145121374,Homo sapiens,NFATC4,tf,LoVo,None,Colon,0,NFATC4
38862|HSF2,0.919943145121374,Homo sapiens,HSF2,tf,LoVo,None,Colon,0,HSF2
38855|SRF,0.919943145121374,Homo sapiens,SRF,tf,LoVo,None,Colon,0,SRF
35572|RCOR1,0.920076386256391,Homo sapiens,RCOR1,both predicted transcription factor and chromatin regulator,HeLa-S3,Epithelium,Cervix,1,RCOR1
1144|ELL2,0.920101143920709,Homo sapiens,ELL2,predicted chromatin regulator,HCT-116,None,Colon,1,ELL2
8551|PCGF1,0.920124550402881,Homo sapiens,PCGF1,cr,HEK293T,Epithelium,Embryonic Kidney,0,PCGF1
35559|SFMBT1,0.920169115075779,Homo sapiens,SFMBT1,other,HeLa-S3,Epithelium,Cervix,1,SFMBT1
42827|FOXF2,0.920195976364012,Homo sapiens,FOXF2,predicted transcription factor,LoVo,None,Colon,0,FOXF2
68909|KDM5C,0.920197035194029,Homo sapiens,KDM5C,cr,ZR-75-30,None,None,0,KDM5C
52718|DYRK1A,0.920225125957669,Homo sapiens,DYRK1A,not sure,HeLa,Epithelium,Cervix,0,DYRK1A
42811|BBX,0.920237216089282,Homo sapiens,BBX,tf,LoVo,None,Colon,0,BBX
38775|CIC,0.920286058236059,Homo sapiens,CIC,tf,LoVo,None,Colon,0,CIC
33863|SMARCB1,0.920301957493904,Homo sapiens,SMARCB1,cr,NCCIT,None,Embryo,0,SMARCB1
42837|KCMF1,0.920946589887186,Homo sapiens,KCMF1,not sure,LoVo,None,Colon,0,KCMF1
42709|ATF6,0.920956514879146,Homo sapiens,ATF6,tf,LoVo,None,Colon,0,ATF6
